ADDRESSNUM,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,SCHEDULED_COMPLETED,INSP_RE_INSP,PASS_FAIL,INSPECTION_DATE,ORIG_INSPECTION_DATE,ORIG_INSPECTION_TIME,RE_INSPECTION_DATE,START_TIME,END_TIME,INSP_ID,STATION,COMPANY,SHIFT,QUARTER,INSPECTION_TYPE,TOTAL_HOURS,TOTAL_MINUTES,INSPECTION_NOTES,ADDNEW_DATE,ADDNEW_ID,UPDATE_DATE,UPDATE_ID
125,2401,N,GALE,AV,C,INSP,P,9/9/2015,,,,,,FP0375,13,E13,1,,SCHEDULED,,,NO VIOLATIONS   UPDATED KNOX BOX KEY,9/9/2015,FP0375,9/9/2015,FP0375
125,2401,N,GALE,AV,S,INSP,,9/8/2016,,,,,,FP0375,13,13,1,,,,,,,,9/9/2015,FP0375
126,3414,W,OAKCREST,DR,S,INSP,F,10/28/2013,10/28/2013,,,,,FP0257,FHQ,I3,D,4,SCHEDULED,,,BY 2D THE WALL MOLDING THAT COVERS THE ALARM WIRING IS MISSING AN ANGLE TRIM,11/1/2013,FP0257,11/1/2013,FP0257
126,3414,W,OAKCREST,DR,S,INSP,,10/28/2014,,,,,,FP0257,FHQ,I3,D,4,,,,,,,11/1/2013,FP0257
126,3414,W,OAKCREST,DR,S,RE_INSP,,11/11/2013,10/28/2013,,,,,FP0257,FHQ,I3,D,4,,,,,,,11/1/2013,FP0257
130,4911,N,KNOXVILLE,AV,C,INSP,,9/8/2011,,,,,,FP0278,10,E10,3,3,EXISTING,,,NO VIOLATIONS,9/8/2011,FP0278,9/8/2011,FP0278
130,4911,N,KNOXVILLE,AV,S,INSP,,9/7/2012,,,,,,FP0278,10,E10,3,3,,,,,,,9/8/2011,FP0278
130,4911,N,KNOXVILLE,AV,S,RE_INSP,,9/7/2012,9/8/2011,,,,,FP0278,10,E10,3,3,,,,,,,9/8/2011,FP0278
130,4911,N,KNOXVILLE,AV,C,INSP,,9/28/2012,,,,,,FP0218,10,E10,2,3,SCHEDULED,,,WILL INSTALL NEW KEY IN KNOX BOX ON 10/1/12,9/29/2012,FP0218,9/29/2012,FP0218
130,4911,N,KNOXVILLE,AV,S,INSP,,9/28/2013,,,,,,FP0218,10,E10,2,3,,,,,,,9/29/2012,FP0218
130,4911,N,KNOXVILLE,AV,S,INSP,,8/28/2014,,,,,,FP0296,10,E10,2,3,SCHEDULED,,,,9/6/2014,FP0296,9/6/2014,FP0296
130,4911,N,KNOXVILLE,AV,S,INSP,,8/28/2015,,,,,,FP0296,10,E10,2,3,,,,,,,9/6/2014,FP0296
134,1840,S,GRISWOLD,ST,S,INSP,N,10/19/2011,,,,,,FP0240,4,E4,2,3,YEARLY,,,VACANT BUILDING,10/28/2011,FP0240,10/28/2011,FP0240
134,1840,S,GRISWOLD,ST,S,INSP,,10/18/2012,,,,,,FP0240,4,E4,2,3,,,,,,,10/28/2011,FP0240
134,1840,S,GRISWOLD,ST,C,INSP,N,5/3/2012,,,,,,FP0267,4,E4,1,3,SCHEDULED,,,,5/24/2012,FP0267,5/24/2012,FP0267
134,1840,S,GRISWOLD,ST,S,INSP,,5/3/2013,,,,,,FP0267,4,E4,1,3,,,,,,,5/24/2012,FP0267
134,1840,S,GRISWOLD,ST,C,INSP,N,9/23/2013,,,,,,FP0240,4,E4,2,3,YEARLY,,,OUT OF BUS,9/29/2013,FP0240,9/29/2013,FP0240
134,1840,S,GRISWOLD,ST,S,INSP,,9/23/2014,,,,,,FP0240,4,E4,2,3,,,,,,,9/29/2013,FP0240
134,1840,S,GRISWOLD,ST,C,INSP,N,10/20/2015,,,,,,FP0261,FHQ,I4,D,3,SPECIAL,,,NEW BUSINESS ,3/21/2016,FP0261,3/21/2016,FP0261
134,1840,S,GRISWOLD,ST,S,INSP,,10/19/2016,,,,,,FP0261,4,E4,2,3,,,,,,,3/21/2016,FP0261
134,1840,S,GRISWOLD,ST,C,INSP,N,8/16/2016,,,,,,FP0381,4,E4,1,3,YEARLY,,,,8/16/2016,FP0381,8/16/2016,FP0381
134,1840,S,GRISWOLD,ST,S,INSP,,8/16/2017,,,,,,FP0381,4,E4,1,3,,,,,,,8/16/2016,FP0381
141,1607,W,LINCOLN,AV,C,INSP,P,6/5/2012,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,7/27/2012,FP0261,7/27/2012,FP0261
141,1607,W,LINCOLN,AV,C,INSP,P,6/13/2013,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,,,6/14/2013,FP0261
141,1607,W,LINCOLN,AV,C,INSP,P,7/14/2014,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,ALL OK,7/16/2014,FP0261,7/16/2014,FP0261
141,1607,W,LINCOLN,AV,S,INSP,,7/14/2015,,,,,,FP0261,FHQ,I4,D,2,,,,,,,7/16/2014,FP0261
141,1607,W,LINCOLN,AV,C,INSP,P,7/19/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,NO VIOLATIONS,7/26/2016,FP0357,7/26/2016,FP0357
151,4444,N,KNOXVILLE,AV,C,INSP,,3/2/2012,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,,6/15/2012,FP0261,6/15/2012,FP0261
151,4444,N,KNOXVILLE,AV,S,INSP,,3/2/2013,,,,,,FP0261,FHQ,I4,D,1,,,,,,,6/15/2012,FP0261
151,4444,N,KNOXVILLE,AV,N,INSP,F,1/14/2015,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,,1/14/2015,FP0261,1/14/2015,FP0261
151,4444,N,KNOXVILLE,AV,S,INSP,,1/14/2016,,,,,,FP0261,FHQ,I4,D,1,,,,,,,1/14/2015,FP0261
151,4444,N,KNOXVILLE,AV,C,INSP,F,9/13/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,,9/14/2016,FP0357,11/16/2016,FP0357
151,4444,N,KNOXVILLE,AV,C,RE_INSP,P,11/16/2016,9/13/2016,,,,,FP0357,FHQ,I2,D,4,VIOLATION,,,VIOLATION HAS BEEN CORRECTED.,,,11/16/2016,FP0357
162,740,W,JOAN,CT,S,INSP,,3/23/2011,,,,,,FP0261,FHQ,I6,D,3,YEARLY,,,,12/19/2011,FP0261,12/19/2011,FP0261
162,740,W,JOAN,CT,C,INSP,,3/22/2012,,,,,,FP0261,FHQ,I4,D,3,YEARLY,,,,,,6/15/2012,FP0261
162,740,W,JOAN,CT,C,INSP,P,4/11/2013,,,,,,FP0261,FHQ,I4,D,3,YEARLY,,,,1/7/2014,FP0261,1/7/2014,FP0261
162,740,W,JOAN,CT,S,INSP,,4/11/2014,,,,,,FP0261,FHQ,I4,D,3,,,,,,,1/7/2014,FP0261
162,740,W,JOAN,CT,C,INSP,F,3/18/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,,3/18/2016,FP0357,4/28/2016,FP0357
162,740,W,JOAN,CT,C,RE_INSP,F,4/14/2016,3/18/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,"FACILITY IS WAITING ON SIGN COMPANY TO FINISH THE ""CALL 911"" SIGNS.",,,4/28/2016,FP0357
162,740,W,JOAN,CT,C,RE_INSP,P,4/28/2016,4/14/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,ALL VIOLATIONS HAVE BEEN CORRECTED.,,,4/28/2016,FP0357
163,9025,N,LINDBERGH,DR,C,INSP,P,9/13/2011,,,,,,FP0161,20,E20,2,,YEARLY,,,,9/19/2011,FP0161,9/19/2011,FP0161
163,9025,N,LINDBERGH,DR,S,INSP,,9/12/2012,,,,,,FP0161,20,E20,2,,,,,,,,9/19/2011,FP0161
163,9025,N,LINDBERGH,DR,S,INSP,P,5/16/2012,,,,,,FP0213,15,E15,2,1,YEARLY,,,,5/22/2012,FP0213,5/22/2012,FP0213
163,9025,N,LINDBERGH,DR,S,INSP,,5/16/2013,,,,,,FP0213,15,E15,2,1,,,,,,,5/22/2012,FP0213
163,9025,N,LINDBERGH,DR,C,INSP,N,9/27/2013,,,,,,FP0293,15,E15,3,3,SCHEDULED,,,NO VIOLATIONS,9/27/2013,FP0293,9/27/2013,FP0293
163,9025,N,LINDBERGH,DR,S,INSP,,9/27/2014,,,,,,FP0293,15,E15,3,3,,,,,,,9/27/2013,FP0293
163,9025,N,LINDBERGH,DR,C,INSP,P,7/1/2014,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS  500 GALLONS OF DIESEL FUEL UNDER GENERATOR,7/1/2014,FP0227,7/1/2014,FP0227
163,9025,N,LINDBERGH,DR,S,INSP,,7/1/2015,,,,,,FP0227,20,E20,1,3,,,,,,,7/1/2014,FP0227
163,9025,N,LINDBERGH,DR,C,INSP,P,6/23/2016,,,,,,FP0227,20,E20,1,,YEARLY,,,NO VIOLATIONS,6/23/2016,FP0227,6/23/2016,FP0227
163,9025,N,LINDBERGH,DR,S,INSP,,6/23/2017,,,,,,FP0227,20,E20,1,,,,,,,,6/23/2016,FP0227
164,1115,W,DETWEILLER,DR,S,INSP,,2/21/2012,,,,,,FP0261,FHQ,I6,D,1,SCHEDULED,,,,3/27/2012,FP0261,3/27/2012,FP0261
164,1115,W,DETWEILLER,DR,S,INSP,,2/20/2013,,,,,,FP0261,FHQ,I4,D,1,,,,,,,3/27/2012,FP0261
167,2625,W,RESERVOIR,BL,C,INSP,,2/24/2011,,,,,,FP0261,FHQ,I6,D,1,SCHEDULED,,,,7/15/2011,FP0261,11/1/2011,FP0261
167,2625,W,RESERVOIR,BL,S,INSP,,11/1/2011,,,,,,FP0261,1,I6,D,1,SCHEDULED,,,,,,11/1/2011,FP0261
167,2625,W,RESERVOIR,BL,S,RE_INSP,,11/29/2011,11/1/2011,,,,,FP0261,1,I6,D,1,,,,,,,11/1/2011,FP0261
167,2625,W,RESERVOIR,BL,C,INSP,,11/20/2012,,,,,,FP0261,FHQ,I4,D,1,SCHEDULED,,,,12/17/2012,FP0261,12/17/2012,FP0261
167,2625,W,RESERVOIR,BL,C,INSP,P,11/26/2013,,,,,,FP0261,1,I6,D,1,YEARLY,,,ALL OK,,,1/9/2014,FP0261
167,2625,W,RESERVOIR,BL,C,INSP,F,8/8/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,,8/8/2016,FP0357,10/4/2016,FP0357
167,2625,W,RESERVOIR,BL,C,RE_INSP,F,9/2/2016,8/8/2016,,,,,FP0357,FHQ,I2,D,3,VIOLATION,,,ALL OF THE EMERGENCY LIGHTS ARE FIXED. A WRENCH IS ON ORDER. THEY ARE WAITING TO HEAR BACK ABOUT TESTING THE GARBAGE CHUTE DOOR.,,,10/4/2016,FP0357
167,2625,W,RESERVOIR,BL,C,RE_INSP,P,10/4/2016,9/2/2016,,,,,FP0357,FHQ,I2,D,4,VIOLATION,,,ALL VIOLATIONS HAVE BEEN CORRECTED.,,,10/4/2016,FP0357
187,901,W,LAKE,AV,S,INSP,,9/28/2011,,,,,,FP0261,FHQ,I6,D,3,EXISTING,,,,12/6/2011,FP0261,12/6/2011,FP0261
187,901,W,LAKE,AV,S,INSP,,9/27/2012,,,,,,FP0261,FHQ,I4,D,3,,,,,,,12/6/2011,FP0261
187,901,W,LAKE,AV,C,INSP,P,1/17/2014,,,,,,FP0261,FHQ,I4,D,3,YEARLY,,,ALL OK,1/30/2014,FP0261,1/30/2014,FP0261
187,901,W,LAKE,AV,S,INSP,,1/17/2015,,,,,,FP0261,FHQ,I4,D,3,,,,,,,1/30/2014,FP0261
199,5901,N,PROSPECT,RD,C,INSP,,6/17/2011,6/17/2011,,,,,FP0276,16,E16,1,,SCHEDULED,,,NO VIOLATIONS,6/17/2011,FP0276,6/17/2011,FP0276
199,5901,N,PROSPECT,RD,S,INSP,,6/16/2012,,,,,,FP0276,16,E16,1,,,,,,,,6/17/2011,FP0276
199,5901,N,PROSPECT,RD,C,INSP,,5/2/2012,,,,,,FP0310,16,E16,3,,SCHEDULED,,,NO VIOLATIONS FOUND.,5/12/2012,FP0310,5/12/2012,FP0310
199,5901,N,PROSPECT,RD,S,INSP,,5/2/2013,,,,,,FP0310,16,E16,3,,,,,,,,5/12/2012,FP0310
199,5901,N,PROSPECT,RD,C,INSP,,5/13/2014,,,,,,FP0310,16,E16,3,,SCHEDULED,,,NO VIOLATIONS FOUND.,5/19/2014,FP0310,5/19/2014,FP0310
199,5901,N,PROSPECT,RD,S,INSP,,5/13/2015,,,,,,FP0310,16,E16,3,,,,,,,,5/19/2014,FP0310
199,5901,N,PROSPECT,RD,C,INSP,,6/14/2016,,,,,,FP0234,16,E16,1,,SCHEDULED,,,FIRE EXTINGUISHER NEEDS UPDATED,6/14/2016,FP0234,8/25/2016,FP0325
199,5901,N,PROSPECT,RD,S,INSP,,6/14/2017,,,,,,FP0234,16,E16,1,,,,,,,,6/14/2016,FP0234
230,4207,N,KNOLLRIDGE,RD,N,INSP,F,1/31/2014,,,,,,FP0261,FHQ,I4,D,1,YEARLY,,,,2/10/2014,FP0261,2/10/2014,FP0261
230,4207,N,KNOLLRIDGE,RD,S,INSP,,1/31/2015,,,,,,FP0261,FHQ,I4,D,1,,,,,,,2/10/2014,FP0261
230,4207,N,KNOLLRIDGE,RD,C,RE_INSP,P,2/21/2014,1/31/2014,,,,,FP0261,FHQ,I4,D,1,VIOLATION,,,ALL OK,,,1/22/2015,FP0261
230,4207,N,KNOLLRIDGE,RD,N,INSP,F,1/14/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,,1/14/2016,FP0357,1/14/2016,FP0357
230,4207,N,KNOLLRIDGE,RD,S,INSP,,1/13/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/14/2016,FP0357
230,4207,N,KNOLLRIDGE,RD,C,RE_INSP,P,2/4/2016,1/14/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,VIOLATIONS HAVE BEEN CORRECTED.,,,2/5/2016,FP0357
247,720,W,JOAN,CT,C,INSP,,8/9/2011,,,,,,FP0258,11,R2,3,,SCHEDULED,,,NO VIOLATIONS NOTED AT THIS TIME,10/6/2011,FP0258,10/6/2011,FP0258
247,720,W,JOAN,CT,C,INSP,P,9/25/2012,,,,,,FP0236,11,R2,2,,YEARLY,,,,,,9/25/2012,FP0236
247,720,W,JOAN,CT,C,INSP,P,8/28/2014,,,,,,FP0236,11,R2,2,,SCHEDULED,,,THIS INSPECTION IS FOR ADMIN AND APT BLDG,,,8/28/2014,FP0236
247,720,W,JOAN,CT,C,INSP,P,7/23/2014,,,,,,FP0261,FHQ,I4,D,,SPECIAL,,,THIS INSPECTION IS FOR THE SHELTER. ALL VIOLATIONS CORRECTED,7/25/2014,FP0261,2/12/2015,FP0261
247,720,W,JOAN,CT,S,INSP,,7/23/2015,,,,,,FP0261,11,R2,2,,,,,,,,7/25/2014,FP0261
247,720,W,JOAN,CT,C,INSP,P,4/1/2016,,,,,,FP0261,FHQ,I4,D,,YEARLY,,,ALL OK,4/18/2016,FP0261,4/18/2016,FP0261
247,720,W,JOAN,CT,S,INSP,,4/1/2017,,,,,,FP0261,11,R2,2,,,,,,,,4/18/2016,FP0261
247,720,W,JOAN,CT,C,INSP,P,8/26/2016,,,,,,FP0322,11,R2,2,,SCHEDULED,,,,9/16/2016,FP0322,9/16/2016,FP0322
247,720,W,JOAN,CT,S,INSP,,8/26/2017,,,,,,FP0322,11,R2,2,,,,,,,,9/16/2016,FP0322
250,4900,N,KNOXVILLE,AV,C,INSP,,7/19/2011,,,,,,FP0261,FHQ,I6,D,3,SCHEDULED,,,IN 2012  ALL SMOKE DETECTORS SHALL HAVE A SENSITIVITY TEST,7/21/2011,FP0261,7/21/2011,FP0261
250,4900,N,KNOXVILLE,AV,C,INSP,,7/25/2012,,,,,,FP0261,FHQ,I6,D,3,SCHEDULED,,,,,,1/2/2013,FP0261
250,4900,N,KNOXVILLE,AV,C,INSP,P,8/15/2013,,,,,,FP0261,FHQ,I4,D,3,YEARLY,,,ALL OK,2/11/2014,FP0261,2/11/2014,FP0261
250,4900,N,KNOXVILLE,AV,S,INSP,,8/15/2014,,,,,,FP0261,FHQ,I6,D,3,,,,,,,2/11/2014,FP0261
250,4900,N,KNOXVILLE,AV,C,INSP,F,9/13/2016,,,,,,FP0357,FHQ,I2,D,3,SCHEDULED,,,,9/14/2016,FP0357,11/16/2016,FP0357
250,4900,N,KNOXVILLE,AV,C,RE_INSP,P,11/16/2016,9/13/2016,,,,,FP0357,FHQ,I2,D,4,VIOLATION,,,VIOLATIONS HAVE BEEN CORRECTED.,,,11/16/2016,FP0357
252,1520,W,ALTORFER,DR,S,INSP,N,9/19/2011,,,,,,FP0296,15,E15,2,4,SCHEDULED,,,,10/7/2011,FP0296,10/7/2011,FP0296
252,1520,W,ALTORFER,DR,S,INSP,,9/18/2012,,,,,,FP0296,15,E15,2,4,,,,,,,10/7/2011,FP0296
252,1520,W,ALTORFER,DR,S,RE_INSP,,9/18/2012,9/19/2011,,,,,FP0296,15,E15,2,4,,,,,,,10/7/2011,FP0296
252,1520,W,ALTORFER,DR,S,INSP,,9/18/2012,,,,,,FP0296,15,E15,2,4,,,,,,,10/7/2011,FP0296
252,1520,W,ALTORFER,DR,S,RE_INSP,,9/18/2012,9/19/2011,,,,,FP0296,15,E15,2,4,,,,,,,10/7/2011,FP0296
252,1520,W,ALTORFER,DR,C,INSP,N,11/5/2012,,,,,,FP0234,15,E15,1,4,SCHEDULED,,,,11/5/2012,FP0234,11/5/2012,FP0234
252,1520,W,ALTORFER,DR,S,INSP,,11/5/2013,,,,,,FP0234,15,E15,1,4,,,,,,,11/5/2012,FP0234
256,3301,N,PROSPECT,RD,S,INSP,F,8/22/2011,,,,9:00,9:15,FP0268,10,E10,1,,YEARLY,0,15,WILL NEED KNOX BOX (OBERLANDER ALARM SYSTEM); CLEAR AREA AROUND FURNACE.,9/18/2011,FP0268,9/18/2011,FP0268
256,3301,N,PROSPECT,RD,C,INSP,F,8/21/2012,,,,,,FP0341,10,E10,3,,SCHEDULED,,,,,,6/1/2012,FP0341
256,3301,N,PROSPECT,RD,S,RE_INSP,F,9/15/2011,8/22/2011,9:15,,9:15,9:30,FP0268,10,E10,1,,VIOLATION,0,15,ALL VIOLATIONS WERE CORRECTED,,,9/18/2011,FP0268
256,3301,N,PROSPECT,RD,S,INSP,,9/14/2012,,,,,,FP0268,10,E10,1,,,,,,,,9/18/2011,FP0268
256,3301,N,PROSPECT,RD,N,INSP,F,7/24/2013,,,,,,FP0268,10,E10,1,2,SCHEDULED,,,CLUTTER AROUND FURNACE.  NEEDS AN EXIT SIGN,8/6/2013,FP0268,8/6/2013,FP0268
256,3301,N,PROSPECT,RD,C,INSP,P,7/24/2014,,,,,,FP0268,10,E10,1,2,YEARLY,,,,,,10/16/2013,FP0268
256,3301,N,PROSPECT,RD,S,RE_INSP,,8/14/2013,7/24/2013,,,,,FP0268,10,E10,1,2,,,,,,,8/6/2013,FP0268
256,3301,N,PROSPECT,RD,S,INSP,,7/24/2015,,,,,,FP0268,10,E10,1,2,,,,,,,10/16/2013,FP0268
256,3301,N,PROSPECT,RD,S,INSP,F,7/9/2015,,,,,,FP0296,10,E10,2,3,SCHEDULED,,,,7/30/2015,FP0296,7/30/2015,FP0296
256,3301,N,PROSPECT,RD,S,INSP,,7/8/2016,,,,,,FP0296,10,E10,2,3,,,,,,,7/30/2015,FP0296
256,3301,N,PROSPECT,RD,S,RE_INSP,,7/8/2016,7/9/2015,,,,,FP0296,10,E10,2,3,,,,,,,7/30/2015,FP0296
256,3301,N,PROSPECT,RD,C,INSP,F,7/22/2016,,,,,,FP0291,10,E10,3,3,SCHEDULED,,,VACANT,7/22/2016,FP0291,7/22/2016,FP0291
256,3301,N,PROSPECT,RD,S,INSP,,7/22/2017,,,,,,FP0291,10,E10,3,3,,,,,,,7/22/2016,FP0291
259,2402,W,NEBRASKA,AV,S,INSP,,8/13/2012,,,,,,FP0294,13,E13,1,,SCHEDULED,,,NO VIOLATIONS FOUND,8/16/2012,FP0294,8/16/2012,FP0294
259,2402,W,NEBRASKA,AV,S,INSP,,8/13/2013,,,,,,FP0294,13,E13,1,,,,,,,,8/16/2012,FP0294
259,2402,W,NEBRASKA,AV,C,INSP,P,9/29/2014,,,,,,FP0276,13,E13,1,,YEARLY,,,,9/29/2014,FP0276,9/29/2014,FP0276
259,2402,W,NEBRASKA,AV,S,INSP,,9/29/2015,,,,,,FP0276,13,E13,1,,,,,,,,9/29/2014,FP0276
259,2402,W,NEBRASKA,AV,C,RE_INSP,P,9/30/2016,8/16/2016,,,,,FP0337,13,E13,1,,VIOLATION,,,,9/12/2016,FP0337,9/30/2016,FP0337
259,2402,W,NEBRASKA,AV,S,INSP,,9/12/2017,,,,,,FP0337,13,E13,1,,,,,,,,9/12/2016,FP0337
265,1412,W,GLEN,AV,C,INSP,P,7/26/2011,,,,,,FP0261,FHQ,I6,D,3,YEARLY,,,ALL OK,12/20/2011,FP0261,12/20/2011,FP0261
265,1412,W,GLEN,AV,S,INSP,,7/25/2012,,,,,,FP0261,FHQ,I4,D,3,,,,,,,12/20/2011,FP0261
265,1412,W,GLEN,AV,N,INSP,F,1/26/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,,1/26/2016,FP0357,1/26/2016,FP0357
265,1412,W,GLEN,AV,S,INSP,,1/25/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/26/2016,FP0357
299,6021,N,IMPERIAL,DR,S,INSP,,5/23/2012,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,,5/23/2012,FP0261,5/23/2012,FP0261
299,6021,N,IMPERIAL,DR,C,INSP,,6/27/2013,,,,,,FP0261,FHQ,I4,D,2,YEARLY,,,,,,6/27/2013,FP0261
299,6021,N,IMPERIAL,DR,S,RE_INSP,,6/22/2012,5/23/2012,,,,,FP0261,FHQ,I4,D,2,,,,,,,5/23/2012,FP0261
299,6021,N,IMPERIAL,DR,S,RE_INSP,,6/22/2012,5/23/2012,,,,,FP0261,FHQ,I4,D,2,,,,,,,5/23/2012,FP0261
299,6021,N,IMPERIAL,DR,S,RE_INSP,,7/18/2013,6/27/2013,,,,,FP0261,FHQ,I4,D,2,,,,,,,6/27/2013,FP0261
299,6021,N,IMPERIAL,DR,C,INSP,F,1/27/2016,,,,,,FP0357,FHQ,I2,D,1,SCHEDULED,,,,1/27/2016,FP0357,2/9/2016,FP0357
299,6021,N,IMPERIAL,DR,S,INSP,,1/26/2017,,,,,,FP0357,FHQ,I2,D,1,,,,,,,1/27/2016,FP0357
299,6021,N,IMPERIAL,DR,C,RE_INSP,P,2/9/2016,1/27/2016,,,,,FP0357,FHQ,I2,D,1,VIOLATION,,,ALL VIOLATIONS HAVE BEEN CORRECTED. ,,,2/9/2016,FP0357
302,1100,S,WESTERN,AV,C,INSP,,10/11/2011,,,,,,FP0247,4,T4,3,,YEARLY,,,,10/17/2011,FP0247,10/17/2011,FP0247
302,1100,S,WESTERN,AV,S,INSP,,10/10/2012,,,,,,FP0247,4,T4,3,,,,,,,,10/17/2011,FP0247
302,1100,S,WESTERN,AV,C,INSP,N,9/14/2012,,,,,,FP0293,4,T4,3,3,SCHEDULED,,,FURNACE IN REAR OF STORE C SIDE  /  NO ALARM OR DETECTORS / NO SMOKE DETECTORS  /  2 STORES LOCATED THIS ADDRESS - FRONT OF STORE IS WIRELESS STORE AND REAR OF STORE WAS THE HOOK-UP WHICH IS A CLOTHING STORE           ,10/2/2012,FP0293,10/2/2012,FP0293
302,1100,S,WESTERN,AV,S,INSP,,9/14/2013,,,,,,FP0293,4,T4,3,3,,,,,,,10/2/2012,FP0293
302,1100,S,WESTERN,AV,C,INSP,N,9/10/2013,,,,,,FP0274,4,T4,1,3,YEARLY,,,,9/10/2013,FP0274,9/10/2013,FP0274
302,1100,S,WESTERN,AV,S,INSP,,9/10/2014,,,,,,FP0274,4,T4,3,3,,,,,,,9/10/2013,FP0274
302,1100,S,WESTERN,AV,C,INSP,N,8/14/2014,,,,,,FP0286,4,T4,3,3,SCHEDULED,,,,8/14/2014,FP0286,8/14/2014,FP0286
302,1100,S,WESTERN,AV,S,INSP,,8/14/2015,,,,,,FP0286,4,T4,3,3,,,,,,,8/14/2014,FP0286
302,1100,S,WESTERN,AV,C,INSP,N,9/28/2015,,,,,,FP0240,4,T4,2,3,YEARLY,,,OOB,9/28/2015,FP0240,9/28/2015,FP0240
302,1100,S,WESTERN,AV,S,INSP,,9/27/2016,,,,,,FP0240,4,T4,3,3,,,,,,,9/28/2015,FP0240
302,1100,S,WESTERN,AV,C,INSP,N,5/5/2016,,,,,,FP0295,4,T4,3,2,SCHEDULED,,,,5/5/2016,FP0295,5/5/2016,FP0295
302,1100,S,WESTERN,AV,S,INSP,,5/5/2017,,,,,,FP0295,4,T4,3,2,,,,,,,5/5/2016,FP0295
318,2901,N,KNOXVILLE,AV,C,INSP,,7/13/2011,,,,,,FP0307,10,E10,3,3,SCHEDULED,,,,7/15/2011,FP0307,7/15/2011,FP0307
318,2901,N,KNOXVILLE,AV,S,INSP,,7/12/2012,,,,,,FP0307,FHQ,I6,D,3,,,,,,,7/15/2011,FP0307
318,2901,N,KNOXVILLE,AV,C,INSP,,7/30/2012,,,,,,FP0252,1,T1,2,,EXISTING,,,,7/30/2012,FP0252,7/30/2012,FP0252
318,2901,N,KNOXVILLE,AV,S,INSP,,7/30/2013,,,,,,FP0252,,TK-1,2,,,,,,,,7/30/2012,FP0252
318,2901,N,KNOXVILLE,AV,C,INSP,P,7/14/2015,,,,,,FP0265,1,T1,1,,SCHEDULED,,,ALARM SYSTEM INSIDE FRONT DOOR                                                                   SPRINKER SHUT OFF IN BASEMENT,7/17/2015,FP0265,7/17/2015,FP0265
318,2901,N,KNOXVILLE,AV,S,INSP,,7/13/2016,,,,,,FP0265,,TK-1,1,,,,,,,,7/17/2015,FP0265
318,2901,N,KNOXVILLE,AV,C,INSP,P,5/16/2016,,,,,,FP0252,1,T1,2,,EXISTING,,,,5/16/2016,FP0252,5/16/2016,FP0252
318,2901,N,KNOXVILLE,AV,S,INSP,,5/16/2017,,,,,,FP0252,,TK-1,2,,,,,,,,5/16/2016,FP0252
343,926,,MAIN,ST,C,INSP,P,9/26/2016,,,,,,FP0261,FHQ,I4,D,3,SPECIAL,,,NEW APTS. AND FIRE PUMP ADDED,10/28/2016,FP0261,10/28/2016,FP0261
343,926,,MAIN,ST,S,INSP,,9/26/2017,,,,,,FP0261,1,I4,D,3,,,,,,,10/28/2016,FP0261
359,818,W,HURLBURT,ST,C,INSP,P,9/6/2012,,,,,,FP0285,8,E2,2,3,SCHEDULED,,,,10/19/2012,FP0285,10/19/2012,FP0285
359,818,W,HURLBURT,ST,S,INSP,,9/6/2013,,,,,,FP0285,8,E2,2,3,,,,,,,10/19/2012,FP0285
359,818,W,HURLBURT,ST,C,INSP,P,6/20/2013,,,,,,FP0290,8,E2,3,3,YEARLY,,,,6/29/2013,FP0290,9/3/2013,FP0290
359,818,W,HURLBURT,ST,S,INSP,,6/20/2014,,,,,,FP0290,8,E2,3,3,,,,,,,6/29/2013,FP0290
359,818,W,HURLBURT,ST,C,INSP,P,9/8/2015,,,,9:20,9:50,FP0341,8,E2,3,3,SCHEDULED,0,30,,9/8/2015,FP0341,9/8/2015,FP0341
359,818,W,HURLBURT,ST,S,INSP,,9/7/2016,,,,,,FP0341,8,E2,3,3,,,,,,,9/8/2015,FP0341
360,607,N,HIGHTOWER,ST,C,INSP,,3/15/2012,,,,,,FP0261,FHQ,I4,D,1,SCHEDULED,,,,11/16/2012,FP0261,11/16/2012,FP0261
